id,start,label,gender,location,held_roles,business_type,bal,xDAI_blockchain_address,confidence,ovol_in,ovol_out,otxns_in,otxns_out,ounique_in,ounique_out,svol_in,svol_out,stxns_in,stxns_out,sunique_in,sunique_out
43,2018-10-29 12:04:25,43,female,congo,BENEFICIARY,Food/Water,429,0xD5BB5123916192fEB5a91d9c4758327fAB0d7ee0,0,469,40,1,2,1,0,0,0,0,0,0,0
44,2018-10-29 12:58:12,44,female,congo,BENEFICIARY,Shop,444,0x64F2999015B0Be2BD882f148EdDf7b05DE32B19C,0,484,40,1,2,1,0,0,0,0,0,0,0
45,2018-10-29 13:19:11,45,female,congo,BENEFICIARY,Shop,621,0x2528D1655Ca03De55581Ca7162c127e5F2AE0B75,0,661,40,1,2,1,0,0,0,0,0,0,0
46,2018-10-29 14:40:35,46,female,congo,BENEFICIARY,Food/Water,244,0x41C2c4354bDc4966F4Cb038b891117c928109dCC,0,284,40,1,2,1,0,0,0,0,0,0,0
47,2018-10-30 09:14:26,47,female,Lindi,BENEFICIARY,Food/Water,622,0xC6Df6aBD45288766935f44264b73Ac2fdD217E6F,0,662,40,1,2,1,0,0,0,0,0,0,0
48,2018-10-30 09:59:46,48,female,Lindi,BENEFICIARY,Food/Water,600,0x31BaE87b4dFCb99E9A3637aaB500779a0ED97eCa,0,640,40,1,2,1,0,0,0,0,0,0,0
49,2018-10-30 11:13:41,49,female,congo,BENEFICIARY,Shop,607,0xed8B2F906B3D7B40915Ca9b70a85885eFD6be885,0,647,40,1,2,1,0,0,0,0,0,0,0
50,2018-10-30 11:23:09,50,female,Lindi,BENEFICIARY,Food/Water,833.953973415898,0x5811E89A86021CD16EBe1701cCB2295FBe276739,0.916666666666667,543.953973415898,20,2,1,1,0,750,440,12,5,5,3
51,2018-10-30 11:47:02,51,female,congo,BENEFICIARY,Farming/Labour,489,0x1D3827a0B8AFa9268Ec5D6a61d135e47015e8367,0,529,40,1,2,1,0,0,0,0,0,0,0
52,2018-10-30 12:50:41,52,female,Lindi,BENEFICIARY,Food/Water,480,0x25Ab66c6aeAacf0F5c5611587f867aAf7E1e39A9,0,520,40,1,2,1,0,0,0,0,0,0,0
53,2018-10-30 13:28:43,53,female,Congo,BENEFICIARY,Food/Water,33,0xAB91538b98948aB06449456FB8199CE5a58fb717,0,73,40,1,2,1,0,0,0,0,0,0,0
54,2018-10-30 13:38:20,54,female,Lindi,BENEFICIARY,Food/Water,228,0x15a7b4E7B03aE1b5B2700Ef6a838edb312e43574,0,268,40,1,2,1,0,0,0,0,0,0,0
55,2018-10-30 13:50:46,55,male,Congo,BENEFICIARY,Transport,464,0x2B7548080df3D050F881937119489372EdafFCDC,0,504,40,1,2,1,0,0,0,0,0,0,0
56,2018-10-30 14:01:04,56,female,Lindi,BENEFICIARY,Shop,864,0xA9B4cfA1e25763dCad51569565D69cE8e12fe793,0,1104,40,2,2,1,0,0,200,0,2,0,2
57,2018-10-30 14:50:10,57,female,Congo,BENEFICIARY,Food/Water,984.523637193221,0xA0b1431B8E9f1B724b1031E9052211820bD78068,0,1024.52363719322,40,1,2,1,0,0,0,0,0,0,0
58,2018-10-30 15:27:57,58,female,Congo,BENEFICIARY,Food/Water,472,0x8e0BAD38203BBB8Fd9C72e4F5ee2Eb105a273CA9,0,512,40,1,2,1,0,0,0,0,0,0,0
59,2018-10-31 08:52:19,59,female,Lindi,BENEFICIARY,Food/Water,37,0xcC4B43C2A9CB1E45535d49a16C881999Fd2e9FCC,0,77,40,1,2,1,0,0,0,0,0,0,0
60,2018-10-31 09:18:35,60,female,Congo,BENEFICIARY,Food/Water,2414.1691362396,0x61381fb6333EFCf0A227cD3c69EE585F7f1547a9,0,2474.1691362396,40,2,2,1,0,0,20,0,1,0,1
61,2018-10-31 10:24:57,61,female,Lindi,BENEFICIARY,Food/Water,582,0x6Cba07738aCcFf4DB8A9d08623DCA401CC7A47a8,0,622,40,1,2,1,0,0,0,0,0,0,0
62,2018-10-31 11:13:23,62,female,Congo,BENEFICIARY,Shop,544,0x0dd0e632C365522eFA72e936605882af54058718,0,584,40,1,2,1,0,0,0,0,0,0,0
63,2018-10-31 13:36:18,63,male,Congo,BENEFICIARY,Farming/Labour,472,0x759B2280C5500a1981Ea17CA28aA601CbDf6FEC7,0,512,40,1,2,1,0,0,0,0,0,0,0
64,2018-10-31 13:46:43,64,female,Lindi,BENEFICIARY,Shop,279,0x55162CC677D71503B2F25E2e61cD8C443272AB5B,0,319,40,1,2,1,0,0,0,0,0,0,0
65,2018-10-31 14:38:54,65,male,Lindi,BENEFICIARY,Shop,369,0xDaD5d80198b464fF82435328d8892aBBf36063eB,1,419,40,2,2,1,0,40,50,2,1,0,1
66,2018-11-01 06:51:41,66,female,Congo,BENEFICIARY,Fuel/Energy,5726.65815860271,0x21582C6D02E71D38Bfdb4f88E59487c3102b9C1F,0.740740740740741,16396.6581586027,0,9,0,1,0,34890,45560,27,27,12,5
67,2018-11-01 07:08:47,67,female,Congo,BENEFICIARY,Food/Water,214.052449266139,0xc3aCD383CD700cE80C41a9AbFe089759f4517733,0,254.052449266139,40,1,2,1,0,0,0,0,0,0,0
68,2018-11-01 09:22:59,68,female,Congo,BENEFICIARY,Food/Water,212,0x865571BB16676638019B820716F619868fCCb446,0,252,40,2,2,1,0,0,0,0,0,0,0
69,2018-11-01 10:08:28,69,female,Lindi,BENEFICIARY,Farming/Labour,498.47,0x5Af7cb3B573c3d2BA3DB1F853F4a4F5f577FfFE8,0.625,318.47,0,4,0,1,0,530,350,8,7,3,1
70,2018-11-01 12:49:55,70,female,Lindi,BENEFICIARY,Farming/Labour,292,0xef45bE318bf55778e3414f9bbd392FbC8dDf0763,0,332,40,1,2,1,0,0,0,0,0,0,0
71,2018-11-01 13:08:47,71,female,Congo,BENEFICIARY,Food/Water,355,0x8199D6635443f8265cfEeCCd17e2D76d47d7d574,0,395,40,1,2,1,0,0,0,0,0,0,0
72,2018-11-01 13:54:32,72,female,Lindi,BENEFICIARY,Food/Water,634,0xcE57f9e06D0D64e4bedBA4369c045b855b4933b2,0,674,40,1,2,1,0,0,0,0,0,0,0
73,2018-11-02 07:28:32,73,male,Congo,BENEFICIARY,Transport,1253,0x5f6ed9F6C82eaE11e126550fC5B83a884dAAedF9,0,1293,40,1,2,1,0,0,0,0,0,0,0
74,2018-11-02 08:49:57,74,male,Congo,BENEFICIARY,Shop,184.5,0xA70af8D0c0C0247Fa918F6b92BD5e0A6c271d749,0,384.5,20,3,1,1,0,420,600,4,2,2,1
75,2018-11-02 11:40:38,75,female,Congo,BENEFICIARY,Food/Water,192,0xd7443aA21864987a2709889E62BB075855Fa995a,0,552,40,2,2,1,0,0,320,0,3,0,1
76,2018-11-02 13:40:04,76,female,Lindi,BENEFICIARY,Food/Water,480,0x36A2D8C43F15893c68d1459D5DacBAF890A08f82,1,360,20,2,1,1,0,160,20,4,1,2,0
77,2018-11-05 07:26:54,77,male,Congo,BENEFICIARY,Education,1098.67671863764,0xFc593A094f18f77D6868D09058FA81DCcDA39Aea,0,1138.67671863764,40,1,2,1,0,0,0,0,0,0,0
78,2018-11-05 07:38:00,78,female,Congo,BENEFICIARY,Education,2340.41679802035,0xAfEa96553bCDD27d3AbBb32D2be76598830b1d24,0,2580.41679802035,40,2,2,1,0,0,200,0,1,0,1
79,2018-11-05 08:02:21,79,female,Congo,BENEFICIARY,Education,418.327459209567,0x6850d0dc1b2b5B4E4b6B43049a2BF9278AAc51Ee,1,388.327459209567,20,2,1,1,0,50,0,1,0,1,0
80,2018-11-05 08:34:48,80,female,Lindi,BENEFICIARY,Shop,352,0xbb8DaeFA142CC58D18D1f99BF2dE22Bfec141e01,0,422,40,2,2,1,0,0,30,0,1,0,1
81,2018-11-05 08:44:30,81,male,Congo,BENEFICIARY,Education,604.058056821331,0x72BCb5a835d7282674f1D5D93964A354Ea4F0555,1,4684.05805682133,40,3,2,1,0,460,4500,1,2,1,2
82,2018-11-05 10:24:26,82,female,Lindi,BENEFICIARY,Shop,360,0x5a96f7d31eBd4c99122CB9F87f2E4646725988F2,0,400,40,1,2,1,0,0,0,0,0,0,0
83,2018-11-05 11:32:54,83,female,Lindi,BENEFICIARY,Food/Water,321.841644659637,0x31DaefE41DcDd0343CA57b7887faE9E408232F08,0,381.841644659637,40,2,2,1,0,0,20,0,1,0,1
84,2018-11-05 13:34:04,84,female,Lindi,BENEFICIARY,Health,1438,0x8F81018B32064bE23B431Cc638c4a1d6BE1F4503,0.8,2865,20,5,1,1,0,200,1607,5,12,3,6
85,2018-11-05 13:47:56,85,male,Congo,BENEFICIARY,Farming/Labour,173.383985637209,0xAd9D058E89129319aEbD5C519e0C0995FD4124E2,1,193.383985637209,40,2,2,1,0,40,20,2,1,1,1
86,2018-11-05 14:27:18,86,female,Congo,BENEFICIARY,Education,256,0x44730b55f5C92EA6Eb91677d1092131CDf9b5Cd9,0,296,40,1,2,1,0,0,0,0,0,0,0
87,2018-11-09 11:55:32,87,female,Lindi,BENEFICIARY,Food/Water,353,0x0531f897460FC9529bc42Ca0E7524ab0714899E3,0,393,40,1,2,1,0,0,0,0,0,0,0
88,2018-11-09 13:46:40,88,male,Lindi,BENEFICIARY,Farming/Labour,441.819919257899,0x69659f159442E1021397dB3EBA35dA133ff1aAb1,0,481.819919257899,40,1,2,1,0,0,0,0,0,0,0
89,2018-11-12 10:27:18,89,female,Lindi,BENEFICIARY,Shop,102,0x4759EC96F2cf3A9D1a052ec35a77dEA9Ee9E355b,0,142,40,1,2,1,0,0,0,0,0,0,0
90,2018-11-12 11:45:03,90,female,Lindi,BENEFICIARY,Food/Water,22,0x21E20c7055b6D3310d05A189C0E4E28e0743b9a8,0,62,40,1,2,1,0,0,0,0,0,0,0
91,2018-11-12 14:27:30,91,female,Lindi,BENEFICIARY,Education,163,0x36bb97006538BA8A4cb9a839d1e80df3658A9282,0,203,40,1,2,1,0,0,0,0,0,0,0
92,2018-11-14 07:57:02,92,female,Lindi,BENEFICIARY,Food/Water,212,0x2c01E3476dE46E9d5BACcf7DAECEA24Cc4b9F5e5,0,252,40,1,2,1,0,0,0,0,0,0,0
93,2018-11-14 08:22:51,93,male,Lindi,BENEFICIARY,Food/Water,209,0x9F394FaF9a557a52D2F014755D2DD0c9B3d547bf,0,249,40,1,2,1,0,0,0,0,0,0,0
94,2018-11-14 09:00:13,94,male,Congo,BENEFICIARY,Shop,606,0x00E71c5d4758E922F1f0CC32568C42eb1391783D,0,646,40,1,2,1,0,0,0,0,0,0,0
95,2018-11-14 12:55:51,95,male,Congo,BENEFICIARY,Farming/Labour,352,0x40CE6d32eB342d43b9ed4D4eB229B8d86f7210a7,0,392,40,1,2,1,0,0,0,0,0,0,0
96,2018-11-15 08:10:59,96,male,Congo,BENEFICIARY,Food/Water,433.214022698573,0x352a600A41F763Ae16E4b72f77887f88662C44Ba,0,473.214022698573,40,1,2,1,0,0,0,0,0,0,0
97,2018-11-20 14:57:36,97,male,Lindi,BENEFICIARY,Food/Water,210,0xDBd296D854FC67e7fA1345930eC700B8c017cb33,0,250,40,1,2,1,0,0,0,0,0,0,0
98,2018-11-21 06:51:08,98,female,Kangemi,BENEFICIARY,Shop,425,0xc7C609893ddF4e9A1449ca375C835754203e27a4,0,465,40,1,2,1,0,0,0,0,0,0,0
99,2018-11-21 06:53:19,99,female,Kangemi,BENEFICIARY,Food/Water,415,0x5F3FE6021AdDB1a11D77e0f6ad215985eD8CB542,0,455,40,1,2,1,0,0,0,0,0,0,0
100,2018-11-21 07:18:47,100,male,Lindi,BENEFICIARY,Health,867,0xC1BFb6FA2E92E9491465eCF9F7753AB99473D8c8,0,907,40,2,2,1,0,0,0,0,0,0,0
101,2018-11-21 07:28:39,101,male,Kangemi,BENEFICIARY,Farming/Labour,340,0x5190AaE47D3DC6E6C9417C1C10135ec52AA80979,0,380,40,1,2,1,0,0,0,0,0,0,0
102,2018-11-21 07:41:24,102,female,Gatina,BENEFICIARY,Shop,1549.46358725415,0x9dB28D1c4993CF1D089692E3059B40a4Add893c3,0,1589.46358725415,40,1,2,1,0,0,0,0,0,0,0
103,2018-11-21 07:56:35,103,male,Congo,BENEFICIARY,Shop,638.085769152896,0x338b84A3B9b99114A210f246C50A9Bd76d28E013,0.602272727272727,692.085769152896,0,2,0,1,0,890,944,88,96,2,1
104,2018-11-21 08:11:05,104,male,Congo,BENEFICIARY,Shop,738.244815008126,0xd074d9544618DD59689BfD4a451B1880161b82a9,0.010638297872341,744.244815008126,0,2,0,1,0,924,930,94,93,2,2
105,2018-11-21 08:16:14,105,female,Lindi,BENEFICIARY,Food/Water,260,0x60B9ed4706DC5847Ae0f51184De754b656C751c5,0,300,40,1,2,1,0,0,0,0,0,0,0
106,2018-11-21 09:23:58,106,male,Lindi,BENEFICIARY,Food/Water,257,0xC130375430DA3C7495Ed67bbDDd53f84b07ea8e8,0,297,40,1,2,1,0,0,0,0,0,0,0
107,2018-11-21 09:31:20,107,male,Gatina,BENEFICIARY,Food/Water,291,0xebde083a3320c9D9574863C84E337E0BCab4dE18,0,331,40,1,2,1,0,0,0,0,0,0,0
108,2018-11-21 09:48:04,108,male,Gatina,BENEFICIARY,Transport,266,0x5813Cd6b480058Fe27A60F5a5be74A35126A59b3,0,306,40,1,2,1,0,0,0,0,0,0,0
109,2018-11-21 10:15:28,109,female,Gatina,BENEFICIARY,Shop,183.964103855708,0x616e5B21Dfe41D5244A67C559394796d651Dab81,0,223.964103855708,40,1,2,1,0,0,0,0,0,0,0
110,2018-11-21 10:18:55,110,male,Lindi,BENEFICIARY,Shop,284,0x4dD0Bc078d00919461dA6d94BD4f0B262E60CF03,0,324,40,1,2,1,0,0,0,0,0,0,0
111,2018-11-21 10:23:18,111,female,Gatina,BENEFICIARY,Shop,440,0xb0692C6D2BbA62c7A7E4E126202c45d5b97B50f0,0,480,40,1,2,1,0,0,0,0,0,0,0
112,2018-11-21 10:45:18,112,female,Lindi,BENEFICIARY,Food/Water,281,0x757F8bc7E9ab588B66Dd4CBf6BcD1af9A09A043A,0,321,40,1,2,1,0,0,0,0,0,0,0
113,2018-11-21 10:50:47,113,male,Gatina,BENEFICIARY,Food/Water,431,0x6a1c1f4b333a2bf3101e07458806C1555efc0bE9,0,471,40,1,2,1,0,0,0,0,0,0,0
114,2018-11-21 11:08:59,114,male,Kangemi,BENEFICIARY,Farming/Labour,276,0xC887e8837bDc5A0da7E54c6ED328a391BF57cde5,0,316,40,1,2,1,0,0,0,0,0,0,0
115,2018-11-21 11:19:12,115,male,Gatina,BENEFICIARY,Shop,275,0x214f405A111C2D7A67Bd47a23dc56a9246AEf042,0,315,40,1,2,1,0,0,0,0,0,0,0
116,2018-11-21 11:23:15,116,female,Gatina,BENEFICIARY,Food/Water,477,0x1Bbde598Ea71D4569B8329dB1FB5378f0fb20a46,0,517,40,1,2,1,0,0,0,0,0,0,0
117,2018-11-21 11:55:00,117,female,Gatina,BENEFICIARY,Food/Water,376,0x0FCC30d02511885944E19469Aed2E48661fBDe05,0,416,40,1,2,1,0,0,0,0,0,0,0
118,2018-11-21 11:57:24,118,male,Kangemi,BENEFICIARY,Education,344,0x665c3322CaC8437a545177A64Bb32d13306Ed989,0,384,40,1,2,1,0,0,0,0,0,0,0
119,2018-11-21 12:10:58,119,female,Gatina,BENEFICIARY,Shop,333,0x3F54f1beA1401BaE056Bb8Ed97F2c4Ec5133b3Aa,0,373,40,1,2,1,0,0,0,0,0,0,0
120,2018-11-21 12:18:52,120,male,Lindi,BENEFICIARY,Food/Water,346,0xEE157529baF520f410c52C7f8Ac4eC46940419A2,0,386,40,1,2,1,0,0,0,0,0,0,0
121,2018-11-21 13:01:59,121,female,Lindi,BENEFICIARY,Farming/Labour,279,0xce25A5Df4d14Aa0EC4460134f09Bbd46df0F1e19,0,319,40,1,2,1,0,0,0,0,0,0,0
122,2018-11-21 13:26:12,122,female,Lindi,BENEFICIARY,Shop,281,0xdB6f4Ea12DDF46156721A53e6E7Aca6fBdC9abb4,0,321,40,1,2,1,0,0,0,0,0,0,0
123,2018-11-21 14:01:51,123,male,Lindi,BENEFICIARY,Farming/Labour,407,0xB98fE4bbE36fd2d1c0E469BEc9606cd659260508,0,447,40,1,2,1,0,0,0,0,0,0,0
124,2018-11-22 06:20:39,124,male,Kangemi,BENEFICIARY,Food/Water,386,0xDEcF4A6E747D8f9aA846Db8c50d916ae6847D053,0,426,40,1,2,1,0,0,0,0,0,0,0
125,2018-11-22 06:50:08,125,female,Lindi,BENEFICIARY,Food/Water,276,0x0bE83f60F30DE9Aa13A5170cb62C5f57635e7b32,0,316,40,1,2,1,0,0,0,0,0,0,0
126,2018-11-22 06:52:26,126,female,Kangemi,BENEFICIARY,Food/Water,104,0x92CE9cDE08882F433975f70ebDeea5F7077b5535,0,144,40,1,2,1,0,0,0,0,0,0,0
127,2018-11-22 07:01:00,127,male,Gatina,BENEFICIARY,Farming/Labour,279,0xff062D32c4DBC283dA903557d735a9b171fF0c0D,0,319,40,1,2,1,0,0,0,0,0,0,0
128,2018-11-22 07:39:54,128,female,Kangemi,BENEFICIARY,Food/Water,54,0xdFc9708617a94648e71A896c78D9a27B5CF7269B,0,94,40,1,2,1,0,0,0,0,0,0,0
129,2018-11-22 07:43:47,129,male,Lindi,BENEFICIARY,Food/Water,286,0x764dc7130Baf083Bad0717A4946a8Dd6c7254bED,0,326,40,1,2,1,0,0,0,0,0,0,0
130,2018-11-22 08:07:11,130,male,Kangemi,BENEFICIARY,Farming/Labour,354.715627061954,0x2761959d78417fEEd7c7BDf09e14152DA8FCE0E3,0,394.715627061954,40,1,2,1,0,0,0,0,0,0,0
131,2018-11-22 08:09:47,131,female,Lindi,BENEFICIARY,Shop,302,0x89608c59c63C2A87Be2d86fD547C38C194C73D11,0,342,40,1,2,1,0,0,0,0,0,0,0
132,2018-11-22 08:32:20,132,female,Gatina,BENEFICIARY,Farming/Labour,610.8668909468,0x796bf94dE85d10C49f44B5358C2326174D72a4FF,0,610.8668909468,20,2,1,1,0,20,0,1,0,1,0
133,2018-11-22 08:33:20,133,female,Gatina,BENEFICIARY,Shop,496.198513698207,0x22A9b09f45ad635512860c6667b33701f809f08D,0,536.198513698207,40,1,2,1,0,0,0,0,0,0,0
134,2018-11-22 08:37:09,134,female,Lindi,BENEFICIARY,Shop,362,0x9BC13F85211fF7855b719216DFf36A5a2b45E4dd,0,402,40,1,2,1,0,0,0,0,0,0,0
135,2018-11-22 09:10:18,135,male,Gatina,BENEFICIARY,Farming/Labour,285,0x49d898E897DA20D9E5D5A1b809A87A9EBC492BC4,0,325,40,1,2,1,0,0,0,0,0,0,0
136,2018-11-22 09:32:28,136,male,Gatina,BENEFICIARY,Farming/Labour,279,0x2CaaE8d64d818C33CCb27bff16239d808dAd65a2,0,319,40,1,2,1,0,0,0,0,0,0,0
